#BeginHeader,62
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
Title,
Unit Number,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
Unit Type,NR-500,(1)TH,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined

Measure Mode,Normal Mode
Time of Starting Acq.,04/21/2021 11:56:17,506000
Sampling Rate,500ms
No. of Data,2959
Output option,Normal

Unit Common
Unit Group,NR-TH08 Common
Unit Sampling Rate,500ms
Function Setting,No. of Moving Average   8
AD Integration Time,20ms(50Hz)
Anti-aliasing filter,***
Burnout detection,***
Digital filter,***
Additional Setting,Burn-out Value   Lower Limit
Digital filter,***
Stop Prediction,***

Trigger Setting
Manual Trigger,OFF
External trigger input,OFF
Edge Trigger,OFF
Edge Trigger target unit,None
Pre/Post Trigger,***
No. of points,***

Channel Setting,
Channel Number,,(1)TH-CH01,(1)TH-CH02,(1)TH-CH03,(1)TH-CH04,(1)TH-CH05,(1)TH-CH06,(1)TH-CH07
Waveform Name,,"VOLTAGE","CURRENT","TEMP.","PRESSURE","Z-AXIS","VACUUM","HIGH VACUUM"
Input Range,,±10V,±10V,±10V,±10V,±10V,±10V,±10V
Unit,,"V","A","ßC","kN","mm","Pa","Pa"
Function,,Moving Average   ON,Moving Average   ON,Moving Average   OFF,Moving Average   OFF,Moving Average   OFF,Moving Average   OFF,Moving Average   OFF
Hold,,OFF,OFF,OFF,OFF,OFF,OFF,OFF
Edge Trigger,,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used
Trigger Level,,,,,,,,
Hysteresis,,,,,,,,
Smoothing,,ON,ON,OFF,OFF,OFF,OFF,OFF
No. of Points,,11,11,,,,,
Scaling,,ON,ON,ON,ON,ON,ON,ON
Acquired value 1,,10,10,10,10,0,10,10
Acquired value 2,,0,0,0,0,10,2,0
Displayed value 1,,25,1800,2000,50,0,339.7,1
Displayed value 2,,0,0,0,0,635,12,0
Coupling,,,,,,,,
SensorType,,,,,,,,
Low-pass Filter,,,,,,,,
High-pass filter,,,,,,,,
Sensitive,,,,,,,,
Basic unit,,,,,,,,
Polarity,,,,,,,,
Threshold,,,,,,,,
Hysteresis,,,,,,,,
Divider,,,,,,,,

#EndHeader,Date/Time(µs),(1)TH-CH01,(1)TH-CH02,(1)TH-CH03,(1)TH-CH04,(1)TH-CH05,(1)TH-CH06,(1)TH-CH07
04/21/2021 11:56:17,506000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:18,006000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:18,506000,0.0,1,571.4,6.5,246.634,2.2,-0.001
04/21/2021 11:56:19,006000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:19,506000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:20,006000,0.0,1,571.0,6.5,246.634,2.2,-0.001
04/21/2021 11:56:20,506000,0.0,1,571.0,6.5,246.634,2.2,-0.001
04/21/2021 11:56:21,006000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:21,506000,0.0,1,571.2,6.5,246.634,2.2,-0.001
04/21/2021 11:56:22,006000,0.0,1,571.4,6.5,246.634,2.2,-0.001
04/21/2021 11:56:22,506000,0.0,1,571.0,6.5,246.634,2.2,-0.001
04/21/2021 11:56:23,006000,0.0,1,571.0,6.5,246.634,2.2,-0.001
04/21/2021 11:56:23,506000,0.0,1,571.2,6.5,246.634,2.1,-0.001
04/21/2021 11:56:24,006000,0.0,1,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:24,506000,0.0,2,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:25,006000,0.0,3,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:25,506000,0.0,6,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:26,006000,0.0,10,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:26,506000,0.1,17,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:27,006000,0.1,26,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:27,506000,0.1,38,571.0,6.5,246.634,2.1,-0.001
04/21/2021 11:56:28,006000,0.2,53,571.0,6.5,246.634,2.2,-0.001
04/21/2021 11:56:28,506000,0.2,70,571.0,6.5,246.634,2.3,-0.001
04/21/2021 11:56:29,006000,0.3,89,571.0,6.5,246.634,2.4,-0.001
04/21/2021 11:56:29,506000,0.3,109,571.0,6.5,246.634,2.5,-0.001
04/21/2021 11:56:30,006000,0.4,131,571.0,6.6,246.634,2.7,-0.001
04/21/2021 11:56:30,506000,0.4,152,571.0,6.6,246.634,2.9,-0.001
04/21/2021 11:56:31,006000,0.5,173,571.0,6.6,246.634,3.1,-0.001
04/21/2021 11:56:31,506000,0.5,192,571.0,6.6,246.634,3.2,-0.001
